rt_id,wd_id,title,series_qid,series_label,franchise_qid,franchise_label,bom_id,imdb_id,tmdb_id,budget,budget_currency_qid,budget_currency,budget_asof,budget_source,revenue,box_office_currency_qid,box_office_currency,box_office_asof,box_office_region_qid,box_office_region,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,imdb_budget,imdb_box_office_value,tmdb_budget,tmdb_box_office_value,id,index_in_series,index_in_franchise,n_films_in_series,n_films_in_franchise,roi_multiple,success_category
m/godzilla-mothra-and-king-ghidorah-giant-monsters-allout-attack,Q1533961,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",,,Q28859760,Godzilla,,tt0279112,36243.0,9400000.0,,,,,20000000.0,,,,,,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",,,NR,"Action & Adventure, Art House & International, Horror, Science Fiction & Fantasy",Shusuke Kaneko,,,2001-08-31,,,Sony Pictures Entertainment,Fresh,63.0,16.0,Upright,78.0,7802.0,1,10,6,9400000.0,20000000.0,9400000.0,20000000.0,36243.0,,9.0,,15.0,2.127659574468085,Hit
m/jeepers_creepers,Q673902,Jeepers Creepers,Q105713523,Jeepers Creepers,,,jeeperscreepers,tt0263488,8922.0,10000000.0,Q4917,,,P2130,59217789.0,,,,,,Jeepers Creepers,"After making a horrific discovery in the basement of an old abandoned church, Trish (Gina Philips) and her brother Darry (Justin Long) watch their routine road trip home from college turn into a heart-stopping race for their lives. They find themselves the chosen prey of an indestructible force that relentlessly pursues them and gives a new and chilling meaning to the old song ""Jeepers Creepers.""","Jeepers Creepers has a promising start. Unfortunately, the tension and suspense quickly deflates into genre cliches as movie goes on.",R,"Horror, Mystery & Suspense",Victor Salva,Victor Salva,"Justin Long, Gina Philips, Jonathan Breck, Patricia Belcher, Eileen Brennan, Brandon Smith (I), Peggy Sheffield, Jeffrey William Evans, Patrick Cherry, Jon Beshara, Avis-Marie Barnes, Steve Raulerson, Tom Tarantini, Will Hasenzahl, Kim Kahana, Chris Shepardson, Gina Phillips",2001-08-31,2016-10-01,89.0,MGM Pictures,Rotten,46.0,114.0,Spilled,48.0,392100.0,28,53,61,10000000.0,59217789.0,10000000.0,59217789.0,8922.0,0.0,,3.0,,5.9217789,Blockbuster
m/mulholland_dr,Q272608,Mulholland Drive,Q26705935,BBC's 100 Greatest Films of the 21st Century,,,mulhollanddrive,tt0166924,1018.0,15000000.0,Q4917,,,P2130,7220243.0,Q4917,,,,,Mulholland Drive,"A dark-haired woman (Laura Elena Harring) is left amnesiac after a car crash. She wanders the streets of Los Angeles in a daze before taking refuge in an apartment. There she is discovered by Betty (Naomi Watts), a wholesome Midwestern blonde who has come to the City of Angels seeking fame as an actress. Together, the two attempt to solve the mystery of Rita's true identity. The story is set in a dream-like Los Angeles, spoilt neither by traffic jams nor smog.",David Lynch's dreamlike and mysterious Mulholland Drive is a twisty neo-noir with an unconventional structure that features a mesmirizing performance from Naomi Watts as a woman on the dark fringes of Hollywood.,R,"Drama, Mystery & Suspense, Special Interest",David Lynch,David Lynch,"Laura Harring, Naomi Watts, Justin Theroux, Ann Miller, Robert Forster, Dan Hedaya, Mark Pellegrino, Brian Beacock, Michael J. Anderson, Kate Forster, Scott Coffey, Diane Baker, Billy Ray Cyrus, Chad Everett, Sean E. Markland, Brent Briscoe, Katharine Towne, Lee Grant, Scott Wulff, Monty Montgomery, Rita Taggart, James Karen, Angelo Badalamenti, Michael Des Barres, Marcus Graham, Missy Crider, Robert Katims, Jeanne Bates, Dan J. Birnbaum, Maya Bond, Patrick Fischler, Michael Cooke, Bonnie Aarons, Joseph Kearney, Enrique Buelna, Richard Mead, Daniel Rey Silvas, David Schroeder, Tom Morris, Melissa George, Matt Gallini, Vincent Castellanos, Diane M. Nelson, Charlie Croughwell, Rena Riffel, Tad Horino, Tony Longo, Geno Silva, Lafayette Montgomery, Wayne Grace, Lisa Ferguson, Michele Hicks, Elizabeth Lackey, Blake Lindsley, Adrien Curry, Tyrah M. Lindsey, Michael D. Weatherred, Michael Fairman, Johanna Stein, Richard Green, Conte Candoli, Cori Glazer, Rebekah Del Rio, Lyssie Powell, Kimberly Clever, Joshua Collazo, David Frutos, Peter Loggins, Theresa Salazar, Thea Samuels, Christian Thompson, William Ostrander",2001-10-19,2016-10-18,146.0,Universal Focus,Certified-Fresh,83.0,180.0,Upright,87.0,189197.0,40,150,30,15000000.0,20271129.0,15000000.0,20271129.0,1018.0,1.0,,23.0,,0.48134953333333336,Flop
m/monsters_inc,Q187726,"Monsters, Inc.",Q6902872,"Monsters, Inc.",Q6902872,"Monsters, Inc.",monstersinc,tt0198781,585.0,115000000.0,Q4917,,,P2130,579707738.0,Q4917,,,,,"Monsters, Inc.","Monsters Incorporated is the largest scare factory in the monster world, and James P. Sullivan (John Goodman) is one of its top scarers. Sullivan is a huge, intimidating monster with blue fur, large purple spots and horns. His scare assistant, best friend and roommate is Mike Wazowski (Billy Crystal), a green, opinionated, feisty little one-eyed monster. Visiting from the human world is Boo (Mary Gibbs), a tiny girl who goes where no human has ever gone before.","Clever, funny, and delightful to look at, Monsters, Inc. delivers another resounding example of how Pixar elevated the bar for modern all-ages animation.",G,"Animation, Comedy, Kids & Family, Science Fiction & Fantasy","Pete Docter, David Silverman, Lee Unkrich","Andrew Stanton, Daniel Gerson","John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn, Jennifer Tilly, Bob Peterson, John Ratzenberger, Frank Oz, Daniel Gerson, Steve Susskind, Bonnie Hunt, Jeff Pidgeon",2001-11-02,2013-10-20,92.0,Disney/Pixar,Certified-Fresh,96.0,196.0,Upright,90.0,1254638.0,46,188,8,115000000.0,579707738.0,115000000.0,579707738.0,585.0,0.0,0.0,2.0,2.0,5.040936852173913,Blockbuster
m/harry_potter_and_the_sorcerers_stone,Q102438,Harry Potter and the Philosopher's Stone,Q216930,Harry Potter,Q30739117,Wizarding World,harrypotter,tt0241527,671.0,125000000.0,Q4917,,,P2130,978087613.0,Q4917,,,,,Harry Potter and the Sorcerer's Stone,"Adaptation of the first of J.K. Rowling's popular children's novels about Harry Potter, a boy who learns on his eleventh birthday that he is the orphaned son of two powerful wizards and possesses unique magical powers of his own. He is summoned from his life as an unwanted child to become a student at Hogwarts, an English boarding school for wizards. There, he meets several friends who become his closest allies and help him discover the truth about his parents' mysterious deaths.",Harry Potter and the Sorcerer's Stone adapts its source material faithfully while condensing the novel's overstuffed narrative into an involving -- and often downright exciting -- big-screen magical caper.,PG,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",Chris Columbus,Steve Kloves,"Daniel Radcliffe, Emma Watson, Rupert Grint, Maggie Smith, Robbie Coltrane, Alan Rickman, Richard Harris, Richard Griffiths, Ian Hart, John Hurt, John Cleese, Fiona Shaw, Zoë Wanamaker, Harry Melling, Julie Walters, Sean Biggerstaff, David Bradley, Tom Felton, Matthew Lewis, Warwick Davis, Terence Baylor, Richard Bremmer, Alfie Enoch, Simon Fisher-Becker, Joshua Herdman, Devon Murray, Katharine Nicholson, James Phelps, Oliver Phelps, Chris Rankin, Geraldine Somerville, Will Theakston, Verne Troyer, James Waylett, Bonnie Wright, Nina Young",2001-11-16,2012-12-16,152.0,Warner Bros. Pictures,Certified-Fresh,81.0,201.0,Upright,82.0,1158077.0,47,163,38,125000000.0,976475550.0,125000000.0,976475550.0,671.0,0.0,0.0,7.0,9.0,7.824700904,Blockbuster
m/oceans_eleven,Q205447,Ocean's Eleven,Q4463076,Ocean's,,,oceanseleven,tt0240772,161.0,85000000.0,Q4917,,,P2130,183417150.0,Q4917,,,,,Ocean's Eleven,"Dapper Danny Ocean (George Clooney) is a man of action. Less than 24 hours into his parole from a New Jersey penitentiary, the wry, charismatic thief is already rolling out his next plan. Following three rules: Don't hurt anybody, don't steal from anyone who doesn't deserve it, and play the game like you've got nothing to lose. Danny orchestrates the most sophisticated, elaborate casino heist in history.","As fast-paced, witty, and entertaining as it is star-studded and coolly stylish, Ocean's Eleven offers a well-seasoned serving of popcorn entertainment.",PG-13,"Action & Adventure, Comedy, Drama",Steven Soderbergh,"Ted Griffin, Steven Soderbergh, George Clayton Johnson","George Clooney, Matt Damon, Andy Garcia, Brad Pitt, Julia Roberts, Casey Affleck, Scott Caan, Don Cheadle, Elliott Gould, Edward Jemison, Bernie Mac, Carl Reiner, Eddie Jemison, Shaobo Qin, Cecelia Birt, Paul L. Nolan, Carol Florence, Lori Galinski, Mark Gantt, Timothy Paul Perez, John Fiore, Frank Patton, Jorge R. Hernandez, Tim Snay, Miguel Pérez, Jim Lampley, Lennox Lewis, Wladimir Klitschko, Barry Brandt, William Patrick Johnson, Robert Peters, Dave Jensen, Kelly Adkins, Gregory Stenson, Joe LaDue, John C. Fiore, Tommy Kordick, Tony Allison, Michael Delano, Charles La Russa, Anthony Allison, Ronn Soeda, Robin Sachs, J.P. Manoux, William L. Johnson, Jerry Weintraub, Frankie Jay Allison, James Curatola, Henry Silva, Eydie Gorme, Angie Dickinson, Steve Lawrence, Wayne Newton, Siegfried Fischbacher, Roy Uwe Ludwig Horn, Larry Merchant, Richard Reed, David Sontag, Larry Sontag, William Allison, Rusty Meyers, Joe Coyle, Scott L. Schwartz, Richard Steele, John Robotham, Vincent Ward, Scott Clark Beringer, James Alfonso, Topher Grace, Joshua Jackson, Holly Marie Combs, Barry Watson, Shane West, Cecelia Ann Birt",2001-12-07,2011-06-28,116.0,Warner Bros. Pictures,Certified-Fresh,82.0,177.0,Upright,80.0,32601771.0,37,146,31,85000000.0,450717150.0,85000000.0,450717150.0,161.0,0.0,,3.0,,2.1578488235294118,Hit
m/the_lord_of_the_rings_the_fellowship_of_the_ring,Q127367,The Lord of the Rings: The Fellowship of the Ring,Q26214973,Peter Jackson's Middle-earth film series,,,fellowshipofthering,tt0120737,120.0,93000000.0,Q4917,,,P2130,319372078.0,Q4917,,,,,The Lord of the Rings: The Fellowship of the Ring,"The future of civilization rests in the fate of the One Ring, which has been lost for centuries. Powerful forces are unrelenting in their search for it. But fate has placed it in the hands of a young Hobbit named Frodo Baggins (Elijah Wood), who inherits the Ring and steps into legend. A daunting task lies ahead for Frodo when he becomes the Ringbearer - to destroy the One Ring in the fires of Mount Doom where it was forged.","Full of eye-popping special effects, and featuring a pitch-perfect cast, The Lord of the Rings: The Fellowship of the Ring brings J.R.R. Tolkien's classic to vivid life.",PG-13,"Action & Adventure, Classics, Drama, Science Fiction & Fantasy",Peter Jackson,"Fran Walsh, Peter Jackson, Philippa Boyens","Elijah Wood, Ian McKellen, Viggo Mortensen, Liv Tyler, Sean Bean, Cate Blanchett, Ian Holm, Hugo Weaving, Orlando Bloom, Christopher Lee, Sean Astin, John Rhys-Davies, Billy Boyd, Dominic Monaghan, Alexandra Astin, Sala Baker, Timothy Bartlett, Marton Csokas, Brad Dourif, Mark Ferguson, Taea Hartwell, Bernard Hill, Bruce Hopkins, Jay Laga'aia, Nathaniel Lees, John Leigh, Peter McKenzie, Lawrence Makoare, Robyn Malcolm, Sarah McLeod, John Noble, Craig Parker, Martyn Sanderson, Brian Sergent, Harry Sinclair, Bruce Spence, Karl Urban, Stephen Ure, David Wenham, Andy Serkis",2001-12-19,2011-06-28,178.0,New Line Cinema,Certified-Fresh,91.0,233.0,Upright,95.0,1355751.0,48,213,20,93000000.0,871368364.0,93000000.0,871368364.0,120.0,0.0,,6.0,,3.4341083655913978,Blockbuster
m/resident_evil,Q153484,Resident Evil,Q1276325,Resident Evil,,,residentevil,tt0120804,1576.0,33000000.0,Q4917,,,P2130,102441078.0,Q4917,,,,,Resident Evil,"Based on the popular video game, Milla Jovovich and Michelle Rodriguez star as the leaders of a commando team who must break into ""the hive,"" a vast underground genetics laboratory operated by the powerful Umbrella Corporation. There, a deadly virus has been unleashed, killing the lab's personnel and resurrecting them as the evil Un-dead. The team has just three hours to shut down the lab's supercomputer and close the facility before the virus threatens to overrun the Earth.","Like other video game adapations, Resident Evil is loud, violent, formulaic, and cheesy.",R,"Action & Adventure, Horror, Mystery & Suspense",Paul W.S. Anderson,Paul W.S. Anderson,"Milla Jovovich, Michelle Rodriguez, Eric Mabius, James Purefoy, Martin Crewes, Pasquale Aleardi, Colin Salmon, Heike Makatsch, Liz May Brice, Jaymes Butler, Stephen Billington, Anna Bolt, Joseph May, Fiona Glascott, Oscar Pearce, Ryan McCluskey, Indra Ove, Robert Tannion, Marc Logan-Black, Michaela Dicker, Torsten Jerabek",2002-03-15,2012-04-16,100.0,Columbia Tristar Pictures,Rotten,36.0,129.0,Upright,67.0,446622.0,26,46,83,33000000.0,102984862.0,33000000.0,102984862.0,1576.0,0.0,,6.0,,3.104275090909091,Blockbuster
m/ice_age,Q305250,Ice Age,Q943532,Ice Age,Q98831520,Ice Age,iceage,tt0268380,425.0,59000000.0,Q4917,,,P2130,383257136.0,Q4917,,,,,Ice Age,"Twenty-thousand years ago, Earth is a wondrous, prehistoric world filled with great danger, not the least of which is the beginning of the Ice Age. To avoid a really bad frostbite, the planet's majestic creatures - and a few small, slothful ones - begin migrating south . The story revolves around sub-zero heroes: a woolly mammoth, a saber-toothed tiger, a sloth and a prehistoric combination of a squirrel and rat, known as Scrat.","Even though Ice Age is treading over the same grounds as Monsters, Inc. and Shrek, it has enough wit and laughs to stand on its own.",PG,"Animation, Comedy, Kids & Family","Chris Wedge, Carlos Saldanha","Michael Berg, Michael J. Wilson, Peter Ackerman","Ray Romano, John Leguizamo, Denis Leary, Goran Visnjic, Jack Black, Cedric the Entertainer, Stephen Root, Diedrich Bader, Tara Strong, Alan Tudyk, Lorri Bagley, Jane Krakowski, Peter Ackerman, P.J. Benjamin, Josh Hamilton, Chris Wedge, Denny Dillon, Mitzi McCall",2002-03-15,2015-12-15,81.0,20th Century Fox,Certified-Fresh,77.0,167.0,Upright,82.0,1134851.0,38,129,38,59000000.0,383257136.0,59000000.0,383257136.0,425.0,0.0,0.0,4.0,4.0,6.495883661016949,Blockbuster
m/blade_ii,Q159638,Blade II,Q4923681,Blade,,,blade2,tt0187738,36586.0,54000000.0,Q4917,,,P2130,82348319.0,Q4917,,,,,Blade II,"Exploding from the pages of Marvel Comics comes the thrilling follow-up to the blockbuster ""Blade."" Half Man ... half vampire, and consumed by a desire to avenge the curse of his birth and save the human race from a blood-drenched Armageddon. In this newest action-packed adventure, Blade (Wesley Snipes) is forced to team up with the very vampires he hates in order to overcome a new type of monster which threatens to eradicate both races.","Though Blade II offers more of what worked in the original, its plot and character development appear to have been left on the cutting room floor.",R,"Action & Adventure, Horror",Guillermo del Toro,"David S. Goyer, Guillermo del Toro","Wesley Snipes, Kris Kristofferson, Ron Perlman, Leonor Varela, Norman Reedus, Thomas Kretschmann, Luke Goss, Matt Schulze, Danny John-Jules, Donnie Yen, Karel Roden, Marit Velle Kile, Tony Curran, Sanaa Lathan, Daz Crawford, Santiago Segura, Xuyen Tu Valdivia, Marek Vasut, Pete Lee-Wilson, Paul Kasey, Andrea Miltner, Ladislav Beran, Jiri Sieber, Bridge Markland, Jamie Wilson, Stuart Luis, Jan Revai, Mario Wild, Tomas Bohm, Zdenek Bubak, Jan Loukota, Jan Bursa, Petr Krusalnicky, Karel Vavrovec, Jaroslav Peterka, Milos Kulhavy, Ivan Mares, Lennox Brown, Andre Hyde-Braithwaite, Ladislav Mohyla, Jan Malik",2002-03-22,2012-01-03,116.0,New Line Cinema,Rotten,57.0,151.0,Upright,68.0,450793.0,37,86,65,54000000.0,155010032.0,54000000.0,155010032.0,36586.0,1.0,,3.0,,1.5249688703703703,Break-even
m/scorpion_king,Q461682,The Scorpion King,Q3823300,The Mummy,,,scorpionking,tt0277296,9334.0,60000000.0,Q4917,,,P2130,164996077.0,Q4917,,,,,The Scorpion King,"Inspired by the legendary Egyptian warrior, ""The Scorpion King"" is set 5000 years ago in the notorious city of Gomorrah, where an evil ruler is determined to lay waste to all the nomadic peoples of the desert. The few remaining tribes, never natural allies, have to unite or perish. Knowing their enemy relies on the visions of a sorcerer, they hire a skilled assassin, Mathayus (The Rock), to eliminate the visionary.",Action adventure doesn't get much cheesier than The Scorpion King.,PG-13,"Action & Adventure, Horror, Science Fiction & Fantasy",Chuck Russell,"Stephen Sommers, William Osborne, David Hayter, Chuck Russell","Dwayne Johnson, Kelly Hu, Steven Brand, Michael Clarke Duncan, Grant Heslov, Bernard Hill, Peter Facinelli, Ralph Moeller, Branscombe Richmond, Roger Rees, Sherri Howard, Conrad Roberts, Bernard Smith, Joseph Ruskin, Tyler Mane, Estaban Cueto, Nils Allen Stewart, Scott Schwartz, Andre Henschel, Mike Hilow, Nick Hermz, Wesley John, Michelle Baney, Barry Kramer, Marissa McMahon, Tim Iannello, K.D. Aubert, Sonia Vera, Angelica Castro, Tutu Sweeney, Yuki Tokuhiro, Te'Amir Yohannes Sweeney, Al Leong, Woon Young Park, Marcus Young, Paul Sloan, Talani Rabb, Sole Alberti, Cristina Rodriguez, Penelope Jimenez, Sean Michael, Adoni Maropis, Bernard White, Amy Hunter, Diana Lupo, Heather Burton, Nikki Flux, Rachel Moore, Summer Altice, Brandon Gonzalez, Peter Quartaroli, Peter Navy Tuiasosopo, Amanda Bentley, Claudia Orellana, Jim Maniaci, Shant Demirjian, Gus Rethwisch, Richard Cetrone, Ralf Moeller",2002-04-19,2015-08-24,91.0,Universal Pictures,Rotten,41.0,138.0,Spilled,38.0,293155.0,30,56,82,60000000.0,165333180.0,60000000.0,165333180.0,9334.0,1.0,,3.0,,2.7499346166666667,Hit
m/jason_x,Q1427521,Jason X,Q1138878,Friday the 13th,,,jasonx,tt0211443,11470.0,11000000.0,,,,,16951798.0,,,,,,Jason X,"The year is 2455. The Place is Old Earth. Once the shimmering blue jewel of the galaxy, Old Earth is now a contaminated planet abandoned for centuries. Yet humans have returned to the deadly place that they once fled. Not to live, but to research the ancient rusting artifacts of the bygone civilizations that caused this environmental disaster. And little does the most recent landing party of intrepid young explorers realize the fate that awaits them.","Jason goes to the future, but the story is still stuck in the past.",R,"Horror, Mystery & Suspense, Science Fiction & Fantasy",James Isaac,Todd Farmer,"Kane Hodder, Lexa Doig, Lisa Ryder, Chuck Campbell, Jonathan Potts, Peter Mensah, Melyssa Ade, Melodie Johnson, Dov Tiefenbach, Derwin Jordan, Kristi Angus, Yani Gellman, David Cronenberg, Jeff Geddis, Marcus Parilo, Boyd Banks, Barna Moricz, Dylan Bierk, Todd Farmer, Phillip Williams, Robert A. Silverman, Steve Lucescu, Thomas Seniuk, Amanda Brugel, Roman Podhora, Kaye Penaflor, Tania Maro, Mika Ward, David Cook (XXII), Markus Parilo, Melody Johnson",2002-04-26,2012-02-08,92.0,New Line Cinema,Rotten,20.0,107.0,Spilled,25.0,71559.0,23,21,86,11000000.0,16951798.0,11000000.0,16951798.0,11470.0,9.0,,12.0,,1.5410725454545455,Break-even
m/spiderman,Q484442,Spider-Man,Q18636789,Spider-Man trilogy,,,spiderman,tt0145487,557.0,139000000.0,Q4917,,,P2130,407022860.0,Q4917,,,,,Spider-Man,"""Spider-Man"" centers on student Peter Parker (Tobey Maguire) who, after being bitten by a genetically-altered spider, gains superhuman strength and the spider-like ability to cling to any surface. He vows to use his abilities to fight crime, coming to understand the words of his beloved Uncle Ben: ""With great power comes great responsibility.""","Not only does Spider-Man provide a good dose of web-swinging fun, it also has a heart, thanks to the combined charms of director Sam Raimi and star Tobey Maguire.",PG-13,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Sam Raimi,David Koepp,"Tobey Maguire, Kirsten Dunst, Willem Dafoe, James Franco, Cliff Robertson, Rosemary Harris, J.K. Simmons, Joe Manganiello, Gerry Becker, Bill Nunn, Jack Betts, Stanley Anderson, Ted Raimi, Ron Perkins, K.K. Dodds, Bruce Campbell, Elizabeth Banks, John Paxton, Tim De Zarn, Taylor Gilbert, Randy Savage, Larry Joshua, Timothy Patrick Quill, Lisa Danielle, Natalie T. Yeo, Erica D. Porter, Kristen Davidson, Jason Padgett, Shan Omar Huey, Sally Livingstone, Evan Arnold, Jill Sayre, James K. Ward, David Holcomb, Octavia Spencer, Johnny Cocktails, Shane Habberstad, Deborah Wakeham, Rachel Bruce, Mackenzie Bryce, Julia Barry, Macy Gray, Myk Watford, William Calvert, Sylvia Kelegian, Kristen Marie Holly, Ajay Mehta, Peter Appel, Scott Spiegel, Matt Smith, Sara Ramirez, Lucy Lawless, Jayce Bartok, Maribel Gonzalez, Amy Bouril, Joseph D'Onofrio, Corey Mendell Parker, Ashley Edner, William Joseph Firth, Alex Black, Laura Gray, Joe Virzi, Michael Edward Thomas, Jeanie Fox, Stan Lee, Robert Kerman",2002-05-03,2013-04-25,116.0,Columbia Pictures,Certified-Fresh,90.0,245.0,Upright,67.0,34297354.0,47,220,25,139000000.0,821708551.0,139000000.0,821708551.0,557.0,0.0,,3.0,,2.9282220143884894,Hit
