rotten_tomatoes_link,wd_film_qid,wd_film_label,series_qid,series_label,franchise_qid,franchise_label
m/my_mothers_castle,Q261415,My Mother's Castle,,,,
m/stephen_kings_graveyard_shift,Q944115,Graveyard Shift,,,,
m/graffiti_bridge,Q785878,Graffiti Bridge,,,,
m/jacobs_ladder,Q482626,Jacob's Ladder,,,,
m/vincent_and_theo,Q2418849,Vincent & Theo,,,,
m/childs_play_2,Q1089281,Child's Play 2,Q2265493,Child's Play,,
m/dances_with_wolves,Q20456,Dances with Wolves,,,,
m/rescuers_down_under,Q202371,The Rescuers Down Under,Q906232,Disney Renaissance,,
m/home_alone,Q105031,Home Alone,Q3627883,Home Alone,Q3627883,Home Alone
m/rocky_v,Q82949,Rocky V,Q1078084,Rocky,,
m/stephen-kings-it1990,Q1131225,It,,,,
m/predator_2,Q720357,Predator 2,Q2138108,Predator,Q2138108,Predator
m/three_men_and_a_little_lady,Q477523,Three Men and a Little Lady,,,,
m/misery,Q725552,Misery,,,,
m/eating,Q4173909,Eating,,,,
m/edward_scissorhands,Q217182,Edward Scissorhands,,,,
m/1031635-rookie,Q375186,The Rookie,,,,
m/captain_america_1990,Q1035093,Captain America,,,,
m/look_whos_talking_too,Q1072661,Look Who's Talking Too,,,,
m/mermaids,Q1361375,Mermaids,,,,
m/1109679-hamlet,Q1422824,Hamlet,,,,
m/russia_house,Q586154,The Russia House,,,,
m/angel_at_my_table,Q1304431,An Angel at My Table,,,,
m/1032970-awakenings,Q842073,Awakenings,,,,
m/kindergarten_cop,Q257630,Kindergarten Cop,,,,
m/bonfire_of_the_vanities,Q730473,The Bonfire of the Vanities,,,,
m/1031744-long_walk_home,Q1199337,The Long Walk Home,,,,
m/godfather_part_iii,Q202326,The Godfather Part III,Q3225260,The Godfather,,
m/green_card,Q505135,Green Card,,,,
m/1032522-alice,Q682262,Alice,,,,
m/catchfire,Q1050541,Catchfire,,,,
m/bride_of_re_animator,Q913558,Bride of Re-Animator,,,,
m/new_jack_city,Q1423576,New Jack City,,,,
m/return_to_the_blue_lagoon,Q1114179,Return to the Blue Lagoon,,,,
m/rapture,Q1610996,The Rapture,,,,
m/swoon,Q1432496,Swoon,,,,
m/1037864-father_of_the_bride,Q2566505,Father of the Bride,,,,
m/andrew-dice-clay-dice-rules,Q68378005,Dice Rules,,,,
m/let_him_have_it,Q1523060,Let Him Have It,,,,
m/soapdish,Q180695,Soapdish,,,,
m/what_about_bob,Q998377,What About Bob?,,,,
m/guilty_by_suspicion,Q660890,Guilty by Suspicion,,,,
m/not_without_my_daughter,Q1750118,Not Without My Daughter,,,,
m/lionheart_1990,Q581960,Lionheart,,,,
m/warlock,Q1428099,Warlock,,,,
m/the_flight_of_the_intruder,Q705802,Flight of the Intruder,,,,
m/1032182-white_fang,Q135491,White Fang,,,,
m/operation_condor,,,,,,
m/rosencrantz_and_guildenstern_are_dead,Q1579166,Rosencrantz & Guildenstern Are Dead,,,,
m/sleeping_with_the_enemy,Q1193347,Sleeping with the Enemy,,,,
m/la_story,Q497043,L.A. Story,,,,
m/silence_of_the_lambs,Q133654,The Silence of the Lambs,,,,
m/king_ralph,Q129283,King Ralph,,,,
m/1037599-voyager,Q469921,Voyager,,,,
m/he_said_she_said,Q127760,"He Said, She Said",,,,
m/scenes_from_a_mall,Q693721,Scenes from a Mall,,,,
m/blood_in_the_face,Q12102950,Blood in the Face,,,,
m/doors,Q937087,The Doors,,,,
m/paris_is_burning,Q7137311,Paris Is Burning,,,,
m/1033465-true_colors,Q946597,True Colors,,,,
m/proof_1991,Q3407500,Proof,,,,
m/teenage_mutant_ninja_turtles_2_the_secret_of_the_ooze,Q1326619,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Q7694441,Teenage Mutant Ninja Turtles in film,Q98713259,Teenage Mutant Ninja Turtles
m/defending_your_life,Q1545189,Defending Your Life,,,,
m/five_heartbeats,Q16156200,The Five Heartbeats,,,,
m/career_opportunities,Q1114685,Career Opportunities,,,,
m/1037447-poison,Q1962503,Poison,,,,
m/marrying_man,Q1217996,The Marrying Man,,,,
m/object_of_beauty,Q2011692,The Object of Beauty,,,,
m/impromptu,Q2118505,Impromptu,,,,
m/out_for_justice,Q517652,Out for Justice,,,,
m/mortal_thoughts,Q389791,Mortal Thoughts,,,,
m/1035639-toy_soldiers,Q895856,Toy Soldiers,,,,
m/1034151-oscar,Q302682,Oscar,,,,
m/journey_of_hope_1991,,,,,,
m/hearts_of_darkness_a_filmmakers_apocalypse,Q1962835,Hearts of Darkness: A Filmmaker's Apocalypse,,,,
m/one_good_cop,Q844296,One Good Cop,,,,
m/rage_in_harlem,Q1961769,A Rage in Harlem,,,,
m/sometimes_they_come_back,Q303539,Sometimes They Come Back,,,,
m/zandalee,Q146605,Zandalee,,,,
m/fx_2_the_deadly_art_of_illusion,Q573780,F/X2,,,,
m/madonna_truth_or_dare,Q187561,Madonna: Truth or Dare,,,,
m/1034067-switch,Q996159,Switch,,,,
m/double_life_of_veronique,Q1130211,The Double Life of Véronique,,,,
m/omen_iv_the_awakening,Q1851150,Omen IV: The Awakening,Q4334632,The Omen,,
m/wild_hearts_cant_be_broken,Q1961589,Wild Hearts Can't Be Broken,,,,
m/thelma_and_louise,Q658041,Thelma & Louise,,,,
m/hangin_with_the_homeboys,Q4466587,Hangin' with the Homeboys,,,,
m/drop_dead_fred,Q53703,Drop Dead Fred,,,,
m/hudson_hawk,Q518127,Hudson Hawk,,,,
m/super,Q1022401,The Super,,,,
m/the_neverending_story_ii_the_next_chapter_1990,Q704732,The NeverEnding Story II: The Next Chapter,Q27959298,The NeverEnding Story,,
m/once_upon_a_crime,Q2624961,Once Upon a Crime,,,,
m/1036129-miracle,Q1452232,The Miracle,,,,
m/the_perfect_weapon,Q4426173,The Perfect Weapon,,,,
m/under_suspicion_1991,Q2497086,Under Suspicion,,,,
m/too_much_sun,Q3281066,Too Much Sun,,,,
m/hard_way,Q578336,The Hard Way,,,,
m/the_indian_runner,Q1661276,The Indian Runner,,,,
m/mistress_1991,Q1547329,Mistress,,,,
m/city_slickers,Q1094020,City Slickers,,,,
m/dont_tell_mom_the_babysitters_dead,Q1397667,Don't Tell Mom the Babysitter's Dead,,,,
m/robin_hood_prince_of_thieves,Q486822,Robin Hood: Prince of Thieves,,,,
m/rocketeer,Q1740704,The Rocketeer,,,,
m/1031984-pit_and_the_pendulum,Q3795241,The Pit and the Pendulum,,,,
m/naked_gun_2_12_the_the_smell_of_fear,Q502979,The Naked Gun 2½: The Smell of Fear,Q13476442,The Naked Gun,,
m/terminator_2_judgment_day,Q170564,Terminator 2: Judgment Day,Q98063049,Terminator,Q620588,Terminator
m/slacker,Q1574019,Slacker,,,,
m/regarding_henry,Q603865,Regarding Henry,,,,
m/boyz_n_the_hood,Q896103,Boyz n the Hood,,,,
m/point_break,Q1146552,Point Break,,,,
m/bill_and_teds_bogus_journey,Q795040,Bill & Ted's Bogus Journey,Q4907852,Bill & Ted,Q60234290,Bill & Ted
m/1037015-doctor,Q2624506,The Doctor,,,,
m/mobsters,Q1219853,Mobsters,,,,
m/life_stinks,Q1169586,Life Stinks,,,,
m/vi_warshawski,Q174460,V.I. Warshawski,,,,
m/another_you,Q943494,Another You,,,,
m/1036179-hot_shots,Q832105,Hot Shots!,,,,
m/johnny_suede,Q2359049,Johnny Suede,,,,
m/1040324-body_parts,,,,,,
m/doc_hollywood,Q691838,Doc Hollywood,,,,
m/double_impact,Q847545,Double Impact,,,,
m/delirious,Q914215,Delirious,,,,
m/1037024-commitments,Q644065,The Commitments,,,,
m/barton_fink,Q237215,Barton Fink,,,,
m/harley_davidson_and_the_marlboro_man,Q1585546,Harley Davidson and the Marlboro Man,,,,
m/true_identity,Q1198774,True Identity,,,,
m/dead_again,Q928693,Dead Again,,,,
m/childs_play_3,Q1089283,Child's Play 3,,,Q2265493,Child's Play
m/1037780-man_in_the_moon,Q1195571,The Man in the Moon,,,,
m/la_belle_noiseuse,Q527880,La Belle Noiseuse,,,,
m/black_robe,Q880515,Black Robe,,,,
m/sex_drugs_rock_and_roll,Q7458308,"Sex, Drugs, Rock & Roll",,,,
m/solo_con_tu_pareja,Q5965519,Sólo Con Tu Pareja,,,,
m/rambling_rose,Q1214679,Rambling Rose,,,,
m/1036458-dogfight,,,,,,
m/freddys_dead_the_final_nightmare,Q748614,Freddy's Dead: The Final Nightmare,Q617871,A Nightmare on Elm Street,,
m/1037017-paradise,Q1811996,Paradise,,,,
m/fisher_king,Q466297,The Fisher King,,,,
m/late_for_dinner,Q16252386,Late for Dinner,,,,
m/necessary_roughness,Q676500,Necessary Roughness,,,,
m/1037177-deceived,Q1418017,Deceived,,,,
m/mans_best_friend_1991,Q3301984,Man's Best Friend,,,,
m/little_man_tate,Q1170870,Little Man Tate,,,,
m/ernest-scared-stupid,Q4204219,Ernest Scared Stupid,,,,
m/1036952-shattered,Q492558,Shattered,,,,
m/1037161-frankie_and_johnny,Q774004,Frankie and Johnny,,,,
m/cool_as_ice,Q4499343,Cool as Ice,,,,
m/other_peoples_money,Q1168292,Other People's Money,,,,
m/my_own_private_idaho,Q1125451,My Own Private Idaho,,,,
m/1038770-high_heels,Q650043,High Heels,,,,
m/house_party_2,Q737861,House Party 2,,,,
m/curly_sue,Q917306,Curly Sue,,,,
m/1036553-hitman,Q2052860,The Hitman,,,,
m/butchers_wife,Q1195550,The Butcher's Wife,,,,
m/highlander_2_the_quickening,Q771408,Highlander II: The Quickening,Q16864738,Highlander,Q1990805,Highlander
m/people_under_the_stairs,Q27338,The People Under the Stairs,,,,
m/billy_bathgate,Q863013,Billy Bathgate,,,,
m/1039460-all_i_want_for_christmas,Q1917988,All I Want for Christmas,,,,
m/strictly_business,Q2356167,Strictly Business,,,,
m/1037581-cape_fear,Q501995,Cape Fear,,,,
m/american_tail_fievel_goes_west,Q1402152,An American Tail: Fievel Goes West,Q105424768,An American Tail,Q22906344,An American Tail
m/for_the_boys,Q1436574,For the Boys,,,,
m/beauty_and_the_beast_1991,Q179673,Beauty and the Beast,Q906232,Disney Renaissance,Q16155122,Beauty and the Beast
m/addams_family,Q1210947,The Addams Family,,,,
m/1037649-my_girl,Q833299,My Girl,,,,
m/star_trek_vi_the_undiscovered_country,Q579757,Star Trek VI: The Undiscovered Country,Q1102217,Star Trek,Q1092,Star Trek
m/hook,Q646389,Hook,,,,
m/critters_3,Q1140559,Critters 3,Q1616116,Critters,Q105094259,Critters
m/night_on_earth,Q506279,Night on Earth,,,,
m/last_boy_scout,Q785719,The Last Boy Scout,,,,
m/bugsy,Q241085,Bugsy,,,,
m/tous_les_matins_du_monde,Q1219541,Tous les Matins du Monde,,,,
m/1037756-jfk,Q741823,JFK,,,,
m/1038009-rush,,,,,,
m/prince_of_tides,Q63009,The Prince of Tides,,,,
m/fried_green_tomatoes,Q118375,Fried Green Tomatoes,,,,
m/daughters_of_the_dust,Q3285003,Daughters of the Dust,,,,
m/hear_my_song,Q1592367,Hear My Song,,,,
m/tokyo_decadence,Q1476266,Tokyo Decadence,,,,
m/porco_rosso,Q498375,Porco Rosso,Q104830727,Studio Ghibli Feature Films,,
m/american_heart,Q464861,American Heart,,,,
m/bennys_video,Q673643,Benny's Video,,,,
m/stranger_among_us,Q2625080,A Stranger Among Us,,,,
m/simple_men,Q2316927,Simple Men,,,,
m/full_contact,Q845357,Full Contact,,,,
m/tom_and_jerry_the_movie,Q1090697,Tom and Jerry: The Movie,Q96388589,list of Tom and Jerry feature films,,
m/ladybugs,Q1961863,Ladybugs,,,,
m/shakes_the_clown,Q2058071,Shakes the Clown,,,,
m/brief_history_of_time,Q1962105,A Brief History of Time,,,,
m/guncrazy,Q601650,Guncrazy,,,,
m/light_sleeper,Q676928,Light Sleeper,,,,
m/1038990-cutting_edge,Q2408713,The Cutting Edge,,,,
m/raising_cain,Q1420108,Raising Cain,,,,
m/hyenes_1992,Q3144472,Hyènes,,,,
m/trespass,Q1422782,Trespass,,,,
m/whispers_in_the_dark,Q4528291,Whispers in the Dark,,,,
m/1040484-wind,Q1781817,Wind,,,,
m/alien3,Q108543,Alien 3,Q1990792,Alien,Q1990792,Alien
m/map_of_the_human_heart,Q32424,Map of the Human Heart,,,,
m/this_is_my_life,Q2559528,This Is My Life,,,,
m/bitter-moon,Q878964,Bitter Moon,,,,
m/van_gogh,Q2301836,Van Gogh,,,,
m/the_hand_that_rocks_the_cradle,Q536676,The Hand That Rocks the Cradle,,,,
m/twin-dragons,Q2093119,Twin Dragons,,,,
m/freejack,Q1188857,Freejack,,,,
m/juice,Q642419,Juice,,,,
m/reservoir_dogs,Q72962,Reservoir Dogs,,,,
m/conte_dhiver_1992,Q2422304,A Tale of Winter,Q2995573,Tales of the Four Seasons tetralogy,,
m/shining_through,Q538438,Shining Through,,,,
m/stop_or_my_mom_will_shoot,Q254555,Stop! Or My Mom Will Shoot,,,,
m/1045568-strictly_ballroom,Q1346439,Strictly Ballroom,Q741849,The Red Curtain Trilogy,,
m/1038176-medicine_man,Q1632217,Medicine Man,,,,
m/final_analysis,Q648326,Final Analysis,,,,
m/waynes_world,Q1146194,Wayne's World,,,,
m/falling_from_grace,Q5432373,Falling from Grace,,,,
m/radio_flyer,Q12128282,Radio Flyer,,,,
m/memoirs_of_an_invisible_man,Q1740809,Memoirs of an Invisible Man,,,,
m/mambo_kings,Q1888182,The Mambo Kings,,,,
m/power_of_one,Q150949,The Power of One,,,,
m/lawnmower_man,Q1196384,The Lawnmower Man,,,,
m/blame_it_on_the_bellboy,Q3491248,Blame It on the Bellboy,,,,
m/american_me,Q642516,American Me,,,,
m/my_cousin_vinny,Q838154,My Cousin Vinny,,,,
m/howards_end,Q913389,Howards End,,,,
m/article_99,Q1961478,Article 99,,,,
m/noises_off,Q1158944,Noises Off,,,,
m/basic_instinct,Q146673,Basic Instinct,,,,
m/1039515-edward_ii,Q618617,Edward II,,,,
m/shadows_and_fog,Q910523,Shadows and Fog,,,,
m/white_men_cant_jump,Q686168,White Men Can't Jump,,,,
m/motorama,Q1961982,Motorama,,,,
m/thunderheart,Q1570275,Thunderheart,,,,
m/delicatessen,Q827105,Delicatessen,,,,
m/straight_talk,Q4388328,Straight Talk,,,,
m/1038726-beethoven,Q754892,Beethoven,Q3637435,Beethoven,Q105093660,Beethoven
m/rock_a_doodle,Q1631437,Rock-a-Doodle,,,,
m/enchanted_april,Q1972135,Enchanted April,,,,
m/ferngully_the_last_rainforest,Q240852,FernGully: The Last Rainforest,,,,
m/sleepwalkers,Q1631822,Sleepwalkers,,,,
m/newsies,Q1056698,Newsies,,,,
m/city_of_joy,Q2103576,City of Joy,,,,
m/1039270-deep_cover,Q662779,Deep Cover,,,,
m/like_water_for_chocolate,Q5196238,Like Water for Chocolate,,,,
m/1038978-babe,Q2004019,The Babe,,,,
m/brain_donors,Q2251878,Brain Donors,,,,
m/1039575-1039575-midnight_clear,Q1505754,A Midnight Clear,,,,
m/year_of_the_comet,Q3818641,Year of the Comet,,,,
m/white_sands,Q1027680,White Sands,,,,
m/k2,Q1718337,K2,,,,
m/lethal_weapon_3,Q751769,Lethal Weapon 3,Q1777059,Lethal Weapon,,
m/far_and_away,Q839341,Far and Away,,,,
m/encino_man,Q151921,Encino Man,,,,
m/sister_act,Q776302,Sister Act,Q58814565,Sister Act,,
m/1041870-matinee,,,,,,
m/body_of_evidence,Q890084,Body of Evidence,,,,
m/one_false_move,Q663763,One False Move,,,,
m/indochine,Q1130644,Indochine,,,,
m/house_of_cards_1992,Q1169273,House of Cards,,,,
m/1039511-class_act,Q5127965,Class Act,,,,
m/godzilla_and_mothra_the_battle_for_earth,Q1284313,Godzilla vs. Mothra,,,Q28859760,Godzilla
m/used_people,Q1213378,Used People,,,,
m/1045171-equinox,Q826513,Equinox,,,,
m/patriot_games,Q855222,Patriot Games,Q6114974,Jack Ryan film series,,
m/aces_iron_eagle_iii,Q39969,Aces: Iron Eagle III,,,,
m/housesitter,Q1631466,Housesitter,,,,
m/batman_returns,Q189054,Batman Returns,Q2111133,Batman in film,,
m/incident-at-oglala,Q12125065,Incident at Oglala,,,,
m/unlawful_entry,Q1397969,Unlawful Entry,,,,
m/league_of_their_own,,,,,,
m/1039796-boomerang,Q642511,Boomerang,,,,
m/gas_food_lodging,Q766135,Gas Food Lodging,,,,
m/1040378-cool_world,Q26265,Cool World,,,,
m/universal_soldier,Q640547,Universal Soldier,Q7894069,Universal Soldier,,
m/amityville-its-about-time,Q2621377,Amityville: It's About Time,,,,
m/honey_i_blew_up_the_kid,Q1517554,"Honey, I Blew Up the Kid",,,Q5893347,"Honey, I Shrunk the Kids"
m/mom_and_dad_save_the_world,Q493865,Mom and Dad Save the World,,,,
m/mo_money,Q751849,Mo' Money,,,,
m/buffy_the_vampire_slayer,Q39970,Buffy the Vampire Slayer,,,,
m/death_becomes_her,Q1160186,Death Becomes Her,,,,
m/bebes_kids,Q5004987,Bébé's Kids,,,,
m/1041911-unforgiven,Q104137,Unforgiven,,,,
m/3_ninjas,Q2363062,3 Ninjas,Q4636518,3 Ninjas,,
m/dust_devil,Q2914107,Dust Devil,,,,
m/diggstown,Q3211250,Diggstown,,,,
m/single_white_female,Q1542371,Single White Female,Q55633254,Single White Female,,
m/stay_tuned,Q1548431,Stay Tuned,,,,
m/1052818-betty,Q850238,Betty,,,,
m/the_living_end,Q2992322,The Living End,,,,
m/1040198-rapid_fire,Q1747612,Rapid Fire,,,,
m/honeymoon_in_vegas,Q426266,Honeymoon in Vegas,,,,
m/twin-peaks-fire-walk-with-me,Q1140578,Twin Peaks: Fire Walk with Me,,,,
m/pet_sematary_ii,Q1079636,Pet Sematary Two,,,,
m/1040204-live_wire,Q1412077,Live Wire,,,,
m/1042728-brothers_keeper,Q990848,Brother's Keeper,,,,
m/sneakers,Q497082,Sneakers,,,,
m/where_the_day_takes_you,Q284333,Where the Day Takes You,,,,
m/hellraiser_iii_hell_on_earth,Q763024,Hellraiser III: Hell on Earth,,,,
m/rain_without_thunder,Q4164174,Rain Without Thunder,,,,
m/school_ties,Q40074,School Ties,,,,
m/south_central,Q4381733,South Central,,,,
m/sarafina,Q2577161,Sarafina!,,,,
m/captain_ron,Q1035137,Captain Ron,,,,
m/1040379-singles,Q282041,Singles,,,,
m/mighty_ducks,Q1536259,The Mighty Ducks,Q16248197,The Mighty Ducks,,
m/mr_saturday_night,Q1199372,Mr. Saturday Night,,,,
m/1040678-last_of_the_mohicans,Q144483,The Last of the Mohicans,,,,
m/innocent_blood,Q885284,Innocent Blood,,,,
m/glengarry_glen_ross,Q844068,Glengarry Glen Ross,,,,
m/1040322-of_mice_and_men,Q1091172,Of Mice and Men,,,,
m/the_story_of_qiu_ju_1992,Q644174,The Story of Qiu Ju,,,,
m/1040893-hero,Q1305485,Hero,,,,
m/mr_baseball,Q1749386,Mr. Baseball,,,,
m/river_runs_through_it,Q581906,A River Runs Through It,,,,
m/1492_conquest_of_paradise,Q190765,1492 – Conquest of Paradise,,,,
m/under_siege,Q385798,Under Siege,,,,
m/1040755-consenting_adults,Q943054,Consenting Adults,,,,
m/public_eye,Q1029546,The Public Eye,,,,
m/candyman,Q1033108,Candyman,,,,
m/1040798-husbands_and_wives,Q740143,Husbands and Wives,,,,
m/dr_giggles,Q1253891,Dr. Giggles,,,,
m/pure_country,Q5688590,Pure Country,,,,
m/lover,Q602927,The Lover,,,,
m/waterland,Q596844,Waterland,,,,
m/passenger_57,Q325691,Passenger 57,,,,
m/the_efficiency_expert,Q4431081,Spotswood,,,,
m/jennifer_8,Q731776,Jennifer 8,,,,
m/disneys_aladdin,,,,,,
m/love_potion_no_9,Q767205,Love Potion No. 9,,,,
m/home_alone_2_lost_in_new_york,Q221202,Home Alone 2: Lost in New York,Q3627883,Home Alone,Q3627883,Home Alone
m/1042135-malcolm_x,Q923925,Malcolm X,,,,
m/bad_lieutenant,Q798734,Bad Lieutenant,,,,
m/the_bodyguard_1992,Q725946,The Bodyguard,,,,
m/crying_game,Q182727,The Crying Game,,,,
m/muppet_christmas_carol,Q714721,The Muppet Christmas Carol,Q108273055,The Muppets,,
m/few_good_men,Q108946,A Few Good Men,,,,
m/love_field,Q2291957,Love Field,,,,
m/passion_fish,Q431772,Passion Fish,,,,
m/1041862-forever_young,Q515218,Forever Young,,,,
m/toys,Q1849238,Toys,,,,
m/1042059-leap_of_faith,Q1196673,Leap of Faith,,,,
m/chaplin,Q556967,Chaplin,,,,
m/1042193-scent_of_a_woman,Q321561,Scent of a Woman,,,,
m/hoffa,Q978974,Hoffa,,,,
m/peters_friends,Q249235,Peter's Friends,,,,
m/1044391-frankenstein,Q1757429,Frankenstein,,,,
m/lorenzos_oil,Q1058555,Lorenzo's Oil,,,,
m/don_quixote_1992,Q3035888,Don Quixote,,,,
m/man_bites_dog,Q491871,Man Bites Dog,,,,
m/body_snatchers,Q257514,Body Snatchers,,,,
m/carlitos_way,Q939176,Carlito's Way,,,,
m/benny_and_joon,Q793074,Benny & Joon,,,,
m/return_of_the_living_dead_3,Q691118,Return of the Living Dead 3,Q3226427,Return of the Living Dead,,
m/its_all_true,Q24905187,It's All True: Based on an Unfinished Film by Orson Welles,,,,
m/ghost_in_the_machine,Q1763497,Ghost in the Machine,,,,
m/this_boys_life,Q956250,This Boy's Life,,,,
m/hard_target,Q574993,Hard Target,,,,
m/untamed_heart,Q2060121,Untamed Heart,,,,
m/romper_stomper,Q909098,Romper Stomper,,,,
m/public_access,Q1141177,Public Access,,,,
m/1042212-nowhere_to_run,Q682289,Nowhere to Run,,,,
m/1047940-dangerous_game,Q2337429,Dangerous Game,,,,
m/geronimo_an_american_legend,Q1514670,Geronimo: An American Legend,,,,
m/twenty_bucks,Q467101,Twenty Bucks,,,,
m/1046076-home_of_our_own,Q4315208,A Home of Our Own,,,,
m/1046771-into_the_west,Q3221216,Into the West,,,,
m/weekend_at_bernies_ii,Q1548969,Weekend at Bernie's II,,,,
m/just_another_girl_on_the_irt,Q4381479,Just Another Girl on the I.R.T.,,,,
m/1046151-fearless,Q255742,Fearless,,,,
m/were_back_a_dinosaurs_story,Q1575362,We're Back! A Dinosaur's Story,,,,
m/1073317-visitors,Q838013,Les Visiteurs,,,,
m/bronx_tale,Q1130705,A Bronx Tale,,,,
m/romeo_is_bleeding,Q624857,Romeo Is Bleeding,,,,
m/arizona_dream,Q260616,Arizona Dream,,,,
m/leprechaun,Q1537071,Leprechaun,Q1763934,Leprechaun,,
m/1042538-alive,Q332798,Alive,,,,
m/city_hunter,Q698327,City Hunter,,,,
m/aspen_extreme,Q4532769,Aspen Extreme,,,,
m/the-scent-of-green-papaya,Q1193051,The Scent of Green Papaya,,,,
m/children_of_the_corn_ii_the_final_sacrifice,Q467947,Children of the Corn II: The Final Sacrifice,Q4159357,Children of the Corn,,
m/homeward_bound_the_incredible_journey,Q230558,Homeward Bound: The Incredible Journey,Q113003187,Homeward Bound,,
m/cemetery_club,Q4222846,The Cemetery Club,,,,
m/sommersby,Q918901,Sommersby,,,,
m/national_lampoons_loaded_weapon_1,Q922512,Loaded Weapon 1,,,,
m/groundhog_day,Q488655,Groundhog Day,,,,
m/dead_alive,Q897429,Braindead,,,,
m/temp,Q656197,The Temp,,,,
m/army_of_darkness,Q471992,Army of Darkness,Q921605,Evil Dead,,
m/wong-feihung-chi-tit-gai-dau-neung-gung-deadly-china-hero-claws-of-steel,Q752051,Last Hero in China,Q7091868,Once Upon a Time in China,,
m/fiftyfifty,Q3067907,Fifty/Fifty,,,,
m/el_mariachi,Q840297,El Mariachi,Q722355,Mexico Trilogy,,
m/falling_down,Q289598,Falling Down,,,,
m/ethan_frome,Q4205355,Ethan Frome,,,,
m/amos_and_andrew,Q474199,Amos & Andrew,,,,
m/swing_kids,Q1077116,Swing Kids,,,,
m/mad_dog_and_glory,Q1547390,Mad Dog and Glory,,,,
m/1046180-trauma,Q774067,Trauma,,,,
m/cb4,Q2043208,CB4,,,,
m/fire_in_the_sky,Q1740909,Fire in the Sky,,,,
m/manufacturing_consent_noam_chomsky_and_the_media,Q1214005,Manufacturing Consent: Noam Chomsky and the Media,,,,
m/1045518-secret_garden,Q525421,The Secret Garden,,,,
m/teenage_mutant_ninja_turtles_iii,Q1463466,Teenage Mutant Ninja Turtles III,Q7694441,Teenage Mutant Ninja Turtles in film,Q98713259,Teenage Mutant Ninja Turtles
m/1042629-point_of_no_return,Q577469,Point of No Return,,,,
m/married_to_it,Q1226574,Married to It,,,,
m/1043331-born_yesterday,Q2009982,Born Yesterday,,,,
m/hear_no_evil,Q4315443,Hear No Evil,,,,
m/sandlot,Q2369793,The Sandlot,,,,
m/cop_and_12,Q1961779,Cop and a Half,,,,
m/adventures_of_huck_finn,Q1210882,The Adventures of Huck Finn,,,,
m/1042416-crush,Q1167290,The Crush,,,,
m/when_a_stranger_calls_back,Q4226040,When a Stranger Calls Back,Q99642278,When a Stranger Calls,,
m/indecent_proposal,Q603448,Indecent Proposal,,,,
m/1045334-wide_sargasso_sea,Q1168478,Wide Sargasso Sea,,,,
m/1042466-boiling_point,Q891030,Boiling Point,,,,
m/dark_half,Q940066,The Dark Half,,,,
m/1042491-indian_summer,Q8895514,Indian Summer,,,,
m/three_of_hearts,Q1961856,Three of Hearts,,,,
m/the_night_we_never_met,Q1215060,The Night We Never Met,,,,
m/sonatine,Q1339178,Sonatine,,,,
m/dave,Q539658,Dave,,,,
m/dragon_the_bruce_lee_story,Q462406,Dragon: The Bruce Lee Story,,,,
