,rotten_tomatoes_link,wd_film_qid,wd_film_label,series_qid,series_label,franchise_qid,franchise_label,budget_value,budget_currency_qid,budget_currency,budget_asof,budget_source,box_office_value,box_office_currency_qid,box_office_currency,box_office_asof,box_office_region_qid,box_office_region,p_and_a_method,share_effective,p_and_a_est,studio_rentals_est,profit_est,roi_est,gross_to_budget_multiple,breakeven_world_est,breakeven_gap,money_success_label
4287,m/captain_america_civil_war,Q18407657,Captain America: Civil War,Q63405798,The Infinity Saga,,,250000000.0,Q4917,,,P2130,9661886.93,Q4916,,,,,50% of production budget (heuristic),0.45,125000000.0,4347849.1185,-370652150.8815,-0.988405735684,0.03864754772,833333333.3333333,-823671446.4033333,bomb
4288,m/captain_america_the_first_avenger,Q275120,Captain America: The First Avenger,Q63405798,The Infinity Saga,,,140000000.0,Q4917,,,P2130,176654505.0,Q4917,,,,,50% of production budget (heuristic),0.45,70000000.0,79494527.25,-130505472.75,-0.6214546321428571,1.2618178928571429,466666666.6666666,-290012161.6666666,bomb
4289,m/captain_america_the_winter_soldier_2014,Q1765358,Captain America: The Winter Soldier,Q63405798,The Infinity Saga,,,170000000.0,Q4917,,,P2130,714421503.0,Q4917,,,,,50% of production budget (heuristic),0.45,85000000.0,321489676.35,66489676.350000024,0.2607438288235295,4.202479429411765,566666666.6666666,147754836.33333337,marginal
4290,m/captain_corellis_mandolin,Q1424825,Captain Corelli's Mandolin,,,,,57000000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,28500000.0,,,,,190000000.0,,
4291,m/captain_fantastic,Q18703094,Captain Fantastic,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4292,m/captain_horatio_hornblower,Q201209,Captain Horatio Hornblower R.N.,,,,,2462000.0,Q4917,,,P2130,2598000.0,Q4917,,,,,50% of production budget (heuristic),0.45,1231000.0,1169100.0,-2523900.0,-0.6834281072298944,1.0552396425670187,8206666.666666666,-5608666.666666666,bomb
4293,m/captain_january,Q2468435,Captain January,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4294,m/captain_kidd,Q839419,Captain Kidd,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4295,m/captain_marvel,Q23781129,Captain Marvel,Q63405798,The Infinity Saga,,,152000000.0,Q4917,,,P2130,426829839.0,Q4917,,,,,50% of production budget (heuristic),0.45,76000000.0,192073427.55,-35926572.44999999,-0.15757268618421047,2.8080910460526316,506666666.6666666,-79836827.66666663,marginal
4296,m/captain_phillips,Q2937646,Captain Phillips,,,,,55000000.0,Q4917,,,P2130,107100855.0,Q4917,,,,,50% of production budget (heuristic),0.45,27500000.0,48195384.75,-34304615.25,-0.41581351818181816,1.9472882727272727,183333333.33333334,-76232478.33333334,underperformer
4297,m/captain_ron,Q1035137,Captain Ron,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4298,m/captain_underpants_the_first_epic_movie,Q20979182,Captain Underpants: The First Epic Movie,Q26196748,DreamWorks Animation feature films,,,38000000.0,Q4917,,,P2130,125506758.0,Q4917,,,,,50% of production budget (heuristic),0.45,19000000.0,56478041.1,-521958.8999999985,-0.0091571736842105,3.3028094210526318,126666666.66666666,-1159908.6666666567,marginal
4299,m/captive_2015,Q19824596,Captive,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4300,m/captive_state,Q28863791,Captive State,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4301,m/captivity,Q1035180,Captivity,,,,,17000000.0,Q4917,,,P2130,10900000.0,Q4917,,,,,50% of production budget (heuristic),0.45,8500000.0,4905000.0,-20595000.0,-0.8076470588235294,0.6411764705882353,56666666.666666664,-45766666.666666664,bomb
4302,m/capture_the_flag_2016,Q21647697,Capture the Flag,,,,,12500000.0,Q4917,,,P2130,24597610.0,Q4916,,,,,50% of production budget (heuristic),0.45,6250000.0,11068924.5,-7681075.5,-0.40965736,1.9678088,41666666.666666664,-17069056.666666664,underperformer
4303,m/capturing_the_friedmans,Q348007,Capturing the Friedmans,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4304,m/car_wash,Q144658,Car Wash,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4305,m/caramel,Q544992,Caramel,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4306,m/carbon_nation,Q377473,Carbon Nation,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4307,m/cardboard_boxer,Q26963354,Cardboard Boxer,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4308,m/cardinal,Q737065,The Cardinal,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4309,m/care_bears_movie,Q2546045,The Care Bears Movie,,,Q98110026,Care Bears,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4310,m/career_opportunities,Q1114685,Career Opportunities,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4311,m/careful,Q2404081,Careful,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4312,m/careful_what_you_wish_for,Q16852101,Careful What You Wish For,,,,,4500000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,2250000.0,,,,,15000000.0,,
4313,m/cargo_2011,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4314,m/cargo_2018,Q39074257,Cargo,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4315,m/carlitos_way,Q939176,Carlito's Way,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4316,m/carlitos_way_rise_to_power,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4317,m/carlos_2010,Q671410,Carlos,,,,,18000000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,9000000.0,,,,,60000000.0,,
4318,m/carmen_and_lola,Q52001021,Carmen & Lola,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4319,m/carmen_jones,Q1043659,Carmen Jones,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4320,m/carnage,Q169564,Carnage,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4321,m/carnage_park,Q20649456,Carnage Park,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4322,m/carnal_knowledge,Q1703964,Carnal Knowledge,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4323,m/carol,Q15963780,Carol,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4324,m/carol_channing_larger_than_life,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4325,m/carousel,Q1265272,Carousel,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4326,m/carpetbaggers,Q1755067,The Carpetbaggers,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4327,m/carpool_1996,Q1924207,Carpool,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4328,m/carrie,Q45384,Carrie,,,,,30000000.0,Q4917,,,P2130,84790678.0,Q4917,,,,,50% of production budget (heuristic),0.45,15000000.0,38155805.1,-6844194.8999999985,-0.15209321999999997,2.8263559333333332,100000000.0,-15209322.0,marginal
4329,m/carrie_1952,Q2530984,Carrie,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4330,m/carrie_pilby,Q22350722,Carrie Pilby,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4331,m/carrington,Q2658045,Carrington,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4332,m/carry_on_camping,Q449207,Carry On Camping,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4333,m/cars,Q182153,Cars,Q62846448,Cars,Q5046850,Cars,120000000.0,Q4917,,,P2130,461991867.0,Q4917,,,,,50% of production budget (heuristic),0.45,60000000.0,207896340.15,27896340.150000006,0.15497966750000003,3.849932225,400000000.0,61991867.0,marginal
4334,m/cars_2,Q192212,Cars 2,Q62846448,Cars,Q5046850,Cars,200000000.0,Q4917,,,P2130,191452396.0,Q4917,,,,,50% of production budget (heuristic),0.45,100000000.0,86153578.2,-213846421.8,-0.712821406,0.95726198,666666666.6666666,-475214270.6666666,bomb
4335,m/cars_3,Q21079862,Cars 3,Q62846448,Cars,Q5046850,Cars,175000000.0,Q4917,,,P2130,152901115.0,Q4917,,,,,50% of production budget (heuristic),0.45,87500000.0,68805501.75,-193694498.25,-0.7378838028571428,0.8737206571428572,583333333.3333334,-430432218.3333334,bomb
4336,m/cartel_land,Q19320938,Cartel Land,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4337,m/carter_and_june,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4338,m/cas_and_dylan,Q16852614,Cas & Dylan,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4339,m/casa_de_los_babys,Q1046576,Casa de los Babys,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4340,m/casa_de_mi_padre,Q2917130,Casa de Mi Padre,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4341,m/casanova_variations,Q18610910,Casanova Variations,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4342,m/case_39,Q1164919,Case 39,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4343,m/caseys_shadow,Q5048438,Casey's Shadow,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4344,m/cash,Q3661743,Cash,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4345,m/cashback,Q919135,Cashback,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4346,m/casino-jack,Q2655531,Casino Jack,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4347,m/casino_jack_and_the_united_state_of_money,Q5048856,Casino Jack and the United States of Money,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4348,m/casino_royale,Q151904,Casino Royale,Q26451486,EON James Bond series,,,150000000.0,Q199578,,,P2130,609447995.0,Q4917,,,,,50% of production budget (heuristic),0.45,75000000.0,274251597.75,49251597.75,0.21889599,4.062986633333334,500000000.0,109447995.0,marginal
4349,m/casper,Q1048166,Casper,,,,,55000000.0,Q4917,,,P2130,100328194.0,Q4917,,,,,50% of production budget (heuristic),0.45,27500000.0,45147687.300000004,-37352312.699999996,-0.4527553054545454,1.8241489818181817,183333333.33333334,-83005139.33333334,underperformer
4350,m/casper_a_spirited_beginning,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4351,m/cassadaga,Q5049207,Cassadaga,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4352,m/cassandras_dream,Q833530,Cassandra's Dream,,,,,13000000.0,Q25224,,,P2130,,,,,,,50% of production budget (heuristic),0.45,6500000.0,,,,,43333333.333333336,,
4353,m/cast_away,Q213411,Cast Away,,,,,90000000.0,Q4917,,,P2130,233632142.0,Q4917,,,,,50% of production budget (heuristic),0.45,45000000.0,105134463.9,-29865536.099999994,-0.2212261933333333,2.595912688888889,300000000.0,-66367858.0,underperformer
4354,m/casting_about,Q60040455,Casting About,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4355,m/casting_by,Q16249127,Casting By,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4356,m/castle_freak,Q1049417,Castle Freak,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4357,m/castle_in_the_ground,Q66124149,Castle in the Ground,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4358,m/castle_in_the_sky_1989,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4359,m/castle_keep,Q258319,Castle Keep,,,,,8000000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,4000000.0,,,,,26666666.666666664,,
4360,m/casual_sex,Q2341062,Casual Sex?,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4361,m/casualties_of_war,Q1126637,Casualties of War,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4362,m/cat_ballou,Q76824,Cat Ballou,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4363,m/cat_chaser,Q289106,Cat Chaser,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4364,m/cat_in_the_hat,Q1286387,The Cat in the Hat,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4365,m/cat_run,Q1050093,Cat Run,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4366,m/catch_22,Q1050533,Catch-22,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4367,m/catch_a_fire,Q1050558,Catch a Fire,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4368,m/catch_and_release,Q1823809,Catch and Release,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4369,m/catch_hell,Q20814470,Catch Hell,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4370,m/catch_me_if_you_can,Q208108,Catch Me If You Can,,,,,52000000.0,Q4917,,,P2130,352114312.0,Q4917,,,,,50% of production budget (heuristic),0.45,26000000.0,158451440.4,80451440.4,1.0314287230769232,6.771429076923077,173333333.33333334,178780978.66666666,smash_hit
4371,m/catch_that_kid,Q1353151,Catch That Kid,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4372,m/catchfire,Q1050541,Catchfire,,,,,10000000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,5000000.0,,,,,33333333.333333332,,
4373,m/catching_feelings,Q52151361,Catching Feelings,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4374,m/catching_out,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4375,m/caterina_in_the_big_city,Q1090735,Caterina in the Big City,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4376,m/caterpillar,Q1050729,Caterpillar,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4377,m/catfight_2017,Q22350723,Catfight,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4378,m/catfish,Q2915039,Catfish,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4379,m/cats_2019,Q58701890,Cats,,,,,95000000.0,Q4917,,,P2130,17090175.0,Q4917,,,,,50% of production budget (heuristic),0.45,47500000.0,7690578.75,-134809421.25,-0.9460310263157895,0.1798965789473684,316666666.6666667,-299576491.6666667,bomb
4380,m/cats_and_dogs,Q1051315,Cats & Dogs,Q106936187,Cats & Dogs,,,,,,,,200700000.0,Q4917,,,,,50% of production budget (heuristic),0.45,,90315000.0,,,,,,
4381,m/cats_and_dogs_the_revenge_of_kitty_galore,Q959335,Cats & Dogs: The Revenge of Kitty Galore,Q106936187,Cats & Dogs,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4382,m/cats_dont_dance,Q930134,Cats Don't Dance,,,,,32000000.0,Q4917,,,P2130,3500000.0,Q4917,,,,,50% of production budget (heuristic),0.45,16000000.0,1575000.0,-46425000.0,-0.9671875,0.109375,106666666.66666666,-103166666.66666666,bomb
4383,m/cats_eye,Q1071567,Cat's Eye,,,,,7000000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,3500000.0,,,,,23333333.333333332,,
4384,m/cats_meow,Q663298,The Cat's Meow,,,,,7000000.0,Q4917,,,P2130,3646994.0,Q4917,,,,,50% of production budget (heuristic),0.45,3500000.0,1641147.3,-8858852.7,-0.8437002571428571,0.5209991428571429,23333333.333333332,-19686339.333333332,bomb
4385,m/cats_the_musical,Q3414593,Cats,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4386,m/catwalk_tales_from_the_cat_show_circuit,Q60560996,Catwalk: Tales from the Cat Show Circuit,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4387,m/catwoman,Q115760,Catwoman,,,,,100000000.0,Q4917,,,P2130,82102379.0,Q4917,,,,,50% of production budget (heuristic),0.45,50000000.0,36946070.550000004,-113053929.44999999,-0.7536928629999999,0.82102379,333333333.3333333,-251230954.3333333,bomb
4388,m/caught_2018,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4389,m/caught_inside_2010,Q5054430,Caught Inside,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4390,m/caught_up,Q4518859,Caught Up,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4391,m/cautiva,Q251372,Captive,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4392,m/cavalcade,Q753107,Cavalcade,,,,,1180280.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,590140.0,,,,,3934266.6666666665,,
4393,m/cave,Q1027834,The Cave,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4394,m/cave_of_forgotten_dreams,Q582979,Cave of Forgotten Dreams,,,,,,,,,,9369629.0,Q4917,,,,,50% of production budget (heuristic),0.45,,4216333.05,,,,,,
4395,m/cave_of_the_yellow_dog,Q322139,The Cave of the Yellow Dog,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4396,m/caveman,Q1051862,Caveman,,,,,5000000.0,Q4917,,,P2130,15965924.0,Q4917,,,,,50% of production budget (heuristic),0.45,2500000.0,7184665.8,-315334.2000000002,-0.04204456000000002,3.1931848,16666666.666666666,-700742.666666666,marginal
4397,m/cavemen_2013,Q16858492,Cavemen,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4398,m/cb4,Q2043208,CB4,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4399,m/cbgb,Q2931018,CBGB,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4400,m/cecil_b_demented,Q2518695,Cecil B. Demented,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4401,m/cedar_rapids_2010,Q1862218,Cedar Rapids,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4402,m/celeste_and_jesse_forever,Q248505,Celeste and Jesse Forever,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4403,m/celine_through_the_eyes_of_the_world,Q859328,Celine: Through the Eyes of the World,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4404,m/cell_2016,Q17050502,Cell,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4405,m/cell_213,Q5058144,Cell 213,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4406,m/cellmates_2012,Q5058287,Cellmates,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4407,m/cellular,Q327312,Cellular,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4408,m/celluloid_closet,Q535096,The Celluloid Closet,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4409,m/celtic_pride,Q1171263,Celtic Pride,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4410,m/cemetery_club,Q4222846,The Cemetery Club,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4411,m/cemetery_junction,Q1988305,Cemetery Junction,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4412,m/center_of_the_world,Q3220942,The Center of the World,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4413,m/center_stage,Q2165006,Center Stage,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4414,m/centigrade_2020,Q98752480,Centigrade,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4415,m/central-do-brasil-central-station,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4416,m/central_intelligence,Q19867575,Central Intelligence,,,,,50000000.0,Q4917,,,P2130,217000000.0,Q4917,,,,,50% of production budget (heuristic),0.45,25000000.0,97650000.0,22650000.0,0.302,4.34,166666666.66666666,50333333.33333334,hit
4417,m/centurion,Q1322906,Centurion,,,,,12000000.0,Q4917,,,P2130,6814789.0,Q4917,,,,,50% of production budget (heuristic),0.45,6000000.0,3066655.0500000003,-14933344.95,-0.829630275,0.5678990833333334,40000000.0,-33185211.0,bomb
4418,m/ceremony_2010,Q5064171,Ceremony,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4419,m/certain_women_2016,Q21527818,Certain Women,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4420,m/certified_copy,Q1214594,Certified Copy,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4421,m/cesar_chavez_an_american_hero,Q5088496,Cesar Chavez,,,,,10000000.0,Q4917,,,P2130,6700000.0,Q4917,,,,,50% of production budget (heuristic),0.45,5000000.0,3015000.0,-11985000.0,-0.799,0.67,33333333.333333332,-26633333.333333332,bomb
4422,m/chain_letter_2010,Q5067885,Chain Letter,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4423,m/chain_of_death,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4424,m/chained_2012,Q2947648,Chained,,,,,700000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,350000.0,,,,,2333333.3333333335,,
4425,m/chairman_of_the_board,Q5068089,Chairman of the Board,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4426,m/chak_de_india,Q1029548,Chak De! India,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4427,m/chalet_girl,Q1524596,Chalet Girl,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4428,m/chalk,Q5068782,Chalk,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4429,m/chamber,Q1213747,The Chamber,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4430,m/chameleon_2019,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4431,m/champs,Q18205925,Champs,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4432,m/chan_is_missing,Q3240551,Chan Is Missing,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4433,m/chances_are,Q1305541,Chances Are,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4434,m/chandni_chowk_to_china,Q1061749,Chandni Chowk to China,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4435,m/change_in_the_air_2018,Q96374757,Change in the Air,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4436,m/changeland,Q30646818,Changeland,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4437,m/changeling,Q1168623,The Changeling,,,,,6600000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,3300000.0,,,,,22000000.0,,
4438,m/changing_lanes,Q1208409,Changing Lanes,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4439,m/changing_the_game_2012,Q5072048,Changing the Game,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4440,m/chaos_theory,Q2594298,Chaos Theory,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
4441,m/chaplin,Q556967,Chaplin,,,,,31000000.0,Q4917,,,P2130,9500000.0,Q4917,,,,,50% of production budget (heuristic),0.45,15500000.0,4275000.0,-42225000.0,-0.9080645161290323,0.3064516129032258,103333333.33333333,-93833333.33333333,bomb
4442,m/chappaquiddick,Q30544669,Chappaquiddick,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
